29733;Muster: Netherdrachenhandschuhe;1;90000;120000
13082;Berghangbeschützer;1;19852;52100
12711;Pläne: Helm der weißen Seele;1;225000;330000
8170;Unverwüstliches Leder;20;185000;189900
8170;Unverwüstliches Leder;20;185000;189900
15244;Klingenschneide;1;39643;49554
8399;Muster: Feste Skorpidstiefel;1;1875;3300
28595;Heller Blutgranat;1;59999;69999
23793;Schweres Knotenhautleder;2;68750;70000
23793;Schweres Knotenhautleder;2;68750;70000
23793;Schweres Knotenhautleder;8;207992;239992
12800;Azerothischer Diamant;1;113500;120000
2750;Die Grünen Hügel des Schlingendorntals - Seite 26;1;3799;4749
2750;Die Grünen Hügel des Schlingendorntals - Seite 26;1;3799;4749
2750;Die Grünen Hügel des Schlingendorntals - Seite 26;1;3799;4749
2750;Die Grünen Hügel des Schlingendorntals - Seite 26;1;562;3999
14489;Muster: Froststoffhose;1;7264;9081
8838;Sonnengras;20;24999;25000
8838;Sonnengras;20;24999;25000
20744;Schwaches Zauberöl;1;1111;1900
20744;Schwaches Zauberöl;1;1111;1900
20744;Schwaches Zauberöl;1;1111;1900
20744;Schwaches Zauberöl;1;1111;1900
21877;Netherstoff;20;26700;28000
21877;Netherstoff;20;24000;30000
21877;Netherstoff;20;24000;30000
21877;Netherstoff;20;24000;30000
21877;Netherstoff;20;24000;29900
21877;Netherstoff;20;24000;29900
2734;Die Grünen Hügel des Schlingendorntals - Seite 10;1;2999;4999
23635;Pläne: Runenverzierte Eterniumklinge;1;180000;240000
2245;Helm von Narv;1;67865;77332
5500;Schillernde Perle;1;59999;59999
7071;Eiserne Gürtelschnalle;1;400;1400
7071;Eiserne Gürtelschnalle;1;400;1400
15981;Lunarsphäre;1;10822;40000
31238;Drachenknochenring;1;133333;169999
31238;Drachenknochenring;1;133333;169999
19284;Portal 8;1;95000;120000
19284;Portal 8;1;95000;120000
11134;Geringe Mystikeressenz;2;8800;8888
23572;Urnether;3;19000;23750
7974;Scharfes Muschelfleisch;2;1600;3300
7974;Scharfes Muschelfleisch;8;20000;40000
22578;Wasserpartikel;1;12328;13964
22578;Wasserpartikel;1;12328;13964
14230;Glutseidentunika;1;15644;19556
31254;Schreiterbalgumhang;1;241000;243500
10036;Smokingjacke;1;180000;193500
21309;Schneemannset;1;650000;850000
17057;Glänzende Fischschuppen;20;2000;2500
17057;Glänzende Fischschuppen;20;2000;2500
3199;Kampfschlächter;1;7093;8867
13890;Panzerfisch;20;2200;6500
13890;Panzerfisch;20;2200;6500
13890;Panzerfisch;20;2200;6500
23437;Talasit;1;27000;29000
23437;Talasit;1;27000;29000
23437;Talasit;1;27000;29000
23437;Talasit;1;27000;29000
23437;Talasit;20;750000;750000
2749;Die Grünen Hügel des Schlingendorntals - Seite 25;1;4800;5400
19280;Portal 4;1;39600;49500
19280;Portal 4;1;39600;49500
25744;Auge eines Dunstschuppenbasilisken;2;11153;13942
25744;Auge eines Dunstschuppenbasilisken;7;42560;53200
11174;Geringe Netheressenz;1;19436;20500
2565;Rute des flüssigen Feuers;1;4700;4999
29723;Muster: Kobraschuppenkapuze;1;100000;110000
29723;Muster: Kobraschuppenkapuze;1;120000;120000
23439;Edeltopas;1;115200;144000
13131;Spiegelpanzermantel;1;23640;29551
25707;Teufelsbalg;20;200000;250000
25707;Teufelsbalg;20;200000;250000
25707;Teufelsbalg;20;200000;250000
25707;Teufelsbalg;20;200000;250000
6372;Schwimmtempotrank;1;400;575
13444;Erheblicher Manatrank;2;12544;15680
13444;Erheblicher Manatrank;2;11916;14896
13444;Erheblicher Manatrank;4;23833;29792
27502;Rolle der Ausdauer V;1;300;800
27502;Rolle der Ausdauer V;1;300;800
23766;Geeichtes Eterniumzielfernrohr;1;1988002;1988201
2744;Die Grünen Hügel des Schlingendorntals - Seite 20;1;3041;3802
2745;Die Grünen Hügel des Schlingendorntals - Seite 21;1;2300;2500
2745;Die Grünen Hügel des Schlingendorntals - Seite 21;1;7680;9600
2745;Die Grünen Hügel des Schlingendorntals - Seite 21;1;2300;2500
2745;Die Grünen Hügel des Schlingendorntals - Seite 21;1;7680;9600
2745;Die Grünen Hügel des Schlingendorntals - Seite 21;1;7680;9600
2745;Die Grünen Hügel des Schlingendorntals - Seite 21;1;2300;2500
23438;Stern der Elune;1;115000;120000
23438;Stern der Elune;1;115000;120000
23438;Stern der Elune;1;115000;120000
23438;Stern der Elune;10;250000;300000
